sample	library	run	pair	layout	fqpath
P10	P10A	CL100040898_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P10A_m0_2.fq.gz
P4	P4A	CL100040898_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P4A_m0_1.fq.gz
P4	P4A	CL100040898_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P4A_m0_2.fq.gz
P6	P6A	CL100040898_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P6A_m0_1.fq.gz
P6	P6A	CL100040898_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P6A_m0_2.fq.gz
P8	P8A	CL100040898_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P8A_m0_1.fq.gz
P8	P8A	CL100040898_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P8A_m0_2.fq.gz
P9	P9A	CL100040898_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P9A_m0_1.fq.gz
P9	P9A	CL100040898_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100040898_L02_P9A_m0_2.fq.gz
P10	P10A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P10A_m0_1.fq.gz
P10	P10A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P10A_m0_2.fq.gz
P11	P11A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P11A_m0_1.fq.gz
P11	P11A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P11A_m0_2.fq.gz
P12	P12A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P12A_m0_1.fq.gz
P12	P12A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P12A_m0_2.fq.gz
P14	P14A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P14A_m0_1.fq.gz
P14	P14A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P14A_m0_2.fq.gz
P2	P2A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P2A_m0_1.fq.gz
P2	P2A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P2A_m0_2.fq.gz
P3	P3A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P3A_m0_1.fq.gz
P3	P3A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P3A_m0_2.fq.gz
P4	P4A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P4A_m0_1.fq.gz
P4	P4A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P4A_m0_2.fq.gz
P6	P6A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P6A_m0_1.fq.gz
P6	P6A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P6A_m0_2.fq.gz
P8	P8A	CL100066415_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P8A_m0_1.fq.gz
P8	P8A	CL100066415_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L01_P8A_m0_2.fq.gz
P10	P10A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P10A_m0_1.fq.gz
P10	P10A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P10A_m0_2.fq.gz
P11	P11A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P11A_m0_1.fq.gz
P11	P11A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P11A_m0_2.fq.gz
P12	P12A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P12A_m0_1.fq.gz
P12	P12A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P12A_m0_2.fq.gz
P14	P14A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P14A_m0_1.fq.gz
P14	P14A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P14A_m0_2.fq.gz
P2	P2A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P2A_m0_1.fq.gz
P2	P2A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P2A_m0_2.fq.gz
P3	P3A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P3A_m0_1.fq.gz
P3	P3A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P3A_m0_2.fq.gz
P4	P4A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P4A_m0_1.fq.gz
P4	P4A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P4A_m0_2.fq.gz
P6	P6A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P6A_m0_1.fq.gz
P6	P6A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P6A_m0_2.fq.gz
P8	P8A	CL100066415_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P8A_m0_1.fq.gz
P8	P8A	CL100066415_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066415_L02_P8A_m0_2.fq.gz
P10	P10A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P10A_m0_1.fq.gz
P10	P10A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P10A_m0_2.fq.gz
P11	P11A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P11A_m0_1.fq.gz
P11	P11A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P11A_m0_2.fq.gz
P12	P12A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P12A_m0_1.fq.gz
P12	P12A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P12A_m0_2.fq.gz
P14	P14A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P14A_m0_1.fq.gz
P14	P14A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P14A_m0_2.fq.gz
P2	P2A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P2A_m0_1.fq.gz
P2	P2A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P2A_m0_2.fq.gz
P3	P3A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P3A_m0_1.fq.gz
P3	P3A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P3A_m0_2.fq.gz
P4	P4A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P4A_m0_1.fq.gz
P4	P4A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P4A_m0_2.fq.gz
P6	P6A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P6A_m0_1.fq.gz
P6	P6A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P6A_m0_2.fq.gz
P8	P8A	CL100066416_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P8A_m0_1.fq.gz
P8	P8A	CL100066416_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L01_P8A_m0_2.fq.gz
9255	9255A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9255A_m0_1.fq.gz
9255	9255A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9255A_m0_2.fq.gz
9260	9260A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9260A_m0_1.fq.gz
9260	9260A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9260A_m0_2.fq.gz
9262	9262A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9262A_m0_1.fq.gz
9262	9262A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9262A_m0_2.fq.gz
9268	9268A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9268A_m0_1.fq.gz
9268	9268A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9268A_m0_2.fq.gz
9272	9272A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9272A_m0_1.fq.gz
9272	9272A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9272A_m0_2.fq.gz
9275	9275A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9275A_m0_1.fq.gz
9275	9275A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9275A_m0_2.fq.gz
9279	9279A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9279A_m0_1.fq.gz
9279	9279A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_9279A_m0_2.fq.gz
P13	P13A	CL100066416_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_P13A_m0_1.fq.gz
P13	P13A	CL100066416_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066416_L02_P13A_m0_2.fq.gz
9255	9255A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9255A_m0_1.fq.gz
9255	9255A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9255A_m0_2.fq.gz
9260	9260A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9260A_m0_1.fq.gz
9260	9260A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9260A_m0_2.fq.gz
9262	9262A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9262A_m0_1.fq.gz
9262	9262A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9262A_m0_2.fq.gz
9268	9268A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9268A_m0_1.fq.gz
9268	9268A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9268A_m0_2.fq.gz
9272	9272A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9272A_m0_1.fq.gz
9272	9272A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9272A_m0_2.fq.gz
9275	9275A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9275A_m0_1.fq.gz
9275	9275A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9275A_m0_2.fq.gz
9279	9279A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9279A_m0_1.fq.gz
9279	9279A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_9279A_m0_2.fq.gz
P13	P13A	CL100066417_L01	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_P13A_m0_1.fq.gz
P13	P13A	CL100066417_L01	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L01_P13A_m0_2.fq.gz
9255	9255A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9255A_m0_1.fq.gz
9255	9255A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9255A_m0_2.fq.gz
9260	9260A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9260A_m0_1.fq.gz
9260	9260A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9260A_m0_2.fq.gz
9262	9262A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9262A_m0_1.fq.gz
9262	9262A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9262A_m0_2.fq.gz
9268	9268A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9268A_m0_1.fq.gz
9268	9268A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9268A_m0_2.fq.gz
9272	9272A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9272A_m0_1.fq.gz
9272	9272A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9272A_m0_2.fq.gz
9275	9275A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9275A_m0_1.fq.gz
9275	9275A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9275A_m0_2.fq.gz
9279	9279A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9279A_m0_1.fq.gz
9279	9279A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_9279A_m0_2.fq.gz
P13	P13A	CL100066417_L02	1	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_P13A_m0_1.fq.gz
P13	P13A	CL100066417_L02	2	paired_end	/steveData/saola/qcmapping/results/demultiplexed/CL100066417_L02_P13A_m0_2.fq.gz
P3	P3A	CL100128957_L02	1	paired_end	/steveData/saola/rawData/rawData/20190628/CL100128957_L02_read_1.fq.gz
P3	P3A	CL100128957_L02	2	paired_end	/steveData/saola/rawData/rawData/20190628/CL100128957_L02_read_2.fq.gz
P4	P4A	CL100128966_L01	1	paired_end	/steveData/saola/rawData/rawData/20190628/CL100128966_L01_read_1.fq.gz
P4	P4A	CL100128966_L01	2	paired_end	/steveData/saola/rawData/rawData/20190628/CL100128966_L01_read_2.fq.gz
P9	P9A	CL100128966_L02	1	paired_end	/steveData/saola/rawData/rawData/20190628/CL100128966_L02_read_1.fq.gz
P9	P9A	CL100128966_L02	2	paired_end	/steveData/saola/rawData/rawData/20190628/CL100128966_L02_read_2.fq.gz
P3	P3A	190912_I109_V300027032_L2	0	single_end	/steveData/saola/rawData/rawData/20191008/CDK153B190903001/190912_I109_V300027032_L2_BGI-1/V300027032_L02_501_1.fq.gz
P4	P4A	190912_I109_V300027032_L2	0	single_end	/steveData/saola/rawData/rawData/20191008/CDK153B190903001/190912_I109_V300027032_L2_BGI-2/V300027032_L02_502_1.fq.gz
P9	P9A	190912_I109_V300027032_L2	0	single_end	/steveData/saola/rawData/rawData/20191008/CDK153B190903001/190912_I109_V300027032_L2_BGI-3/V300027032_L02_503_1.fq.gz
P3	P3A	190912_I109_V300027032_L1	0	single_end	/steveData/saola/rawData/rawData/20191008/CDK153B190903001/190912_I109_V300027032_L1_BGI-1/V300027032_L01_501_1.fq.gz
P4	P4A	190912_I109_V300027032_L1	0	single_end	/steveData/saola/rawData/rawData/20191008/CDK153B190903001/190912_I109_V300027032_L1_BGI-2/V300027032_L01_502_1.fq.gz
P9	P9A	190912_I109_V300027032_L1	0	single_end	/steveData/saola/rawData/rawData/20191008/CDK153B190903001/190912_I109_V300027032_L1_BGI-3/V300027032_L01_503_1.fq.gz
P3	P3A	190918_I110_V300027000_L4	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190918_I110_V300027000_L4_BGI-1/V300027000_L04_501_1.fq.gz
P4	P4A	190918_I110_V300027000_L4	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190918_I110_V300027000_L4_BGI-2/V300027000_L04_502_1.fq.gz
P9	P9A	190918_I110_V300027000_L4	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190918_I110_V300027000_L4_BGI-3/V300027000_L04_503_1.fq.gz
P3	P3A	190914_I57_V300026798_L4	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190914_I57_V300026798_L4_BGI-1/V300026798_L04_501_1.fq.gz
P4	P4A	190914_I57_V300026798_L4	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190914_I57_V300026798_L4_BGI-2/V300026798_L04_502_1.fq.gz
P9	P9A	190914_I57_V300026798_L4	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190914_I57_V300026798_L4_BGI-3/V300026798_L04_503_1.fq.gz
P3	P3A	190918_I110_V300027000_L3	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190918_I110_V300027000_L3_BGI-1/V300027000_L03_501_1.fq.gz
P4	P4A	190918_I110_V300027000_L3	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190918_I110_V300027000_L3_BGI-2/V300027000_L03_502_1.fq.gz
P9	P9A	190918_I110_V300027000_L3	0	single_end	/steveData/saola/rawData/rawData/20191008/DKBSP00906/190918_I110_V300027000_L3_BGI-3/V300027000_L03_503_1.fq.gz
